mths_since_last_delinq,emp_length,purpose,open_acc,tot_cur_bal
56,10+ years,other,9,16038
4,4 years,home_improvement,5,166792
26,10+ years,credit_card,13,348854
77,10+ years,debt_consolidation,10,302591
,6 years,credit_card,5,
11,n/a,credit_card,26,93127
49,8 years,other,10,169315
61,4 years,credit_card,11,
,3 years,debt_consolidation,11,
,2 years,moving,4,3433
,2 years,debt_consolidation,5,14821
10,10+ years,debt_consolidation,11,491238
,7 years,credit_card,11,10177
,10+ years,credit_card,20,204001
41,10+ years,home_improvement,8,241524
48,7 years,major_purchase,11,87510
,8 years,debt_consolidation,13,17146
,10+ years,debt_consolidation,5,11766
38,< 1 year,debt_consolidation,13,221127
,< 1 year,debt_consolidation,7,186998
,5 years,debt_consolidation,7,176104
6,3 years,debt_consolidation,10,42377
,1 year,debt_consolidation,9,239460
,9 years,other,3,
,10+ years,debt_consolidation,14,278027
,10+ years,credit_card,7,103479
,1 year,debt_consolidation,9,
,9 years,credit_card,19,251959
14,5 years,credit_card,15,
,3 years,credit_card,14,30096
62,6 years,debt_consolidation,12,253425
31,2 years,debt_consolidation,15,553262
,10+ years,credit_card,14,156597
,6 years,debt_consolidation,11,460299
,< 1 year,moving,4,
,4 years,debt_consolidation,15,88914
12,5 years,credit_card,15,64232
5,10+ years,credit_card,18,97766
8,3 years,debt_consolidation,13,293645
,2 years,home_improvement,8,279359
,7 years,debt_consolidation,19,
9,10+ years,debt_consolidation,10,338305
9,10+ years,debt_consolidation,20,35463
27,4 years,debt_consolidation,13,66417
51,2 years,debt_consolidation,11,30765
73,2 years,home_improvement,7,
46,2 years,debt_consolidation,11,47190
40,3 years,debt_consolidation,19,88590
15,3 years,other,9,
56,9 years,debt_consolidation,12,29524
,3 years,credit_card,15,40753
47,4 years,debt_consolidation,8,6614
52,3 years,other,20,35089
,3 years,debt_consolidation,8,6800
,7 years,debt_consolidation,11,191568
,5 years,debt_consolidation,17,902750
,10+ years,home_improvement,4,3461
50,10+ years,other,14,331821
,1 year,credit_card,9,33975
,n/a,credit_card,9,37292
,< 1 year,debt_consolidation,23,51908
9,6 years,debt_consolidation,12,358103
27,10+ years,debt_consolidation,7,5256
81,10+ years,credit_card,9,
70,3 years,home_improvement,13,54430
15,10+ years,debt_consolidation,34,552741
50,8 years,credit_card,18,130697
,1 year,credit_card,12,222550
,9 years,debt_consolidation,5,13423
48,10+ years,credit_card,9,105810
,4 years,home_improvement,19,478950
,10+ years,credit_card,24,180664
44,< 1 year,debt_consolidation,6,26781
,8 years,debt_consolidation,11,16707
45,10+ years,debt_consolidation,11,24577
,4 years,debt_consolidation,5,34356
,10+ years,credit_card,19,83038
,10+ years,debt_consolidation,10,64471
,3 years,credit_card,6,178596
,7 years,credit_card,16,87893
,2 years,debt_consolidation,11,42196
,6 years,major_purchase,9,59631
,2 years,debt_consolidation,16,
32,2 years,debt_consolidation,25,232470
,10+ years,credit_card,13,234757
12,10+ years,debt_consolidation,20,287828
14,7 years,credit_card,6,44418
8,6 years,credit_card,11,133682
74,10+ years,major_purchase,1,506
,< 1 year,credit_card,8,
64,10+ years,credit_card,14,163735
76,< 1 year,car,17,91796
63,8 years,home_improvement,12,340160
58,2 years,debt_consolidation,9,27643
,2 years,debt_consolidation,6,21454
29,8 years,credit_card,14,35579
4,4 years,credit_card,17,154678
,4 years,other,7,
,8 years,car,8,224708
43,< 1 year,debt_consolidation,15,27092
,10+ years,credit_card,8,185232
,7 years,debt_consolidation,12,3493
23,2 years,credit_card,8,1667340
28,10+ years,credit_card,9,9071
,n/a,debt_consolidation,8,156257
5,6 years,debt_consolidation,21,143302
,< 1 year,debt_consolidation,13,65822
32,2 years,small_business,9,16972
,8 years,debt_consolidation,6,13833
50,< 1 year,debt_consolidation,23,123673
,2 years,credit_card,7,46664
,10+ years,debt_consolidation,9,16973
10,< 1 year,debt_consolidation,16,72376
28,10+ years,major_purchase,4,
18,6 years,debt_consolidation,11,340735
,2 years,debt_consolidation,19,59545
,10+ years,debt_consolidation,12,280989
3,10+ years,credit_card,14,542590
,5 years,small_business,13,29782
64,3 years,debt_consolidation,8,88472
,4 years,credit_card,11,
,4 years,credit_card,8,52416
,10+ years,debt_consolidation,11,256659
,10+ years,debt_consolidation,14,355121
,3 years,debt_consolidation,6,
,10+ years,home_improvement,33,633955
72,5 years,debt_consolidation,10,10539
,2 years,debt_consolidation,9,182091
21,n/a,debt_consolidation,9,30422
31,10+ years,other,10,14533
,6 years,credit_card,6,268364
29,9 years,debt_consolidation,8,15402
,4 years,home_improvement,9,61484
,< 1 year,credit_card,6,15810
,7 years,debt_consolidation,16,291926
,5 years,car,4,
,10+ years,debt_consolidation,15,16999
26,3 years,home_improvement,7,42889
,10+ years,debt_consolidation,12,142535
45,5 years,debt_consolidation,9,129879
18,1 year,debt_consolidation,17,123113
17,3 years,moving,4,34736
,6 years,credit_card,7,7150
,8 years,debt_consolidation,5,190862
47,10+ years,debt_consolidation,11,149287
,8 years,debt_consolidation,8,309092
,7 years,debt_consolidation,6,23514
,8 years,debt_consolidation,11,51884
,1 year,home_improvement,9,27580
26,9 years,credit_card,6,13498
,10+ years,debt_consolidation,7,40492
,10+ years,credit_card,14,347038
,10+ years,credit_card,15,431317
28,10+ years,other,6,8627
,< 1 year,debt_consolidation,6,24896
34,3 years,car,7,6818
,10+ years,debt_consolidation,20,145047
,10+ years,debt_consolidation,8,45680
2,10+ years,debt_consolidation,15,178836
24,7 years,debt_consolidation,32,
68,9 years,debt_consolidation,5,10204
,10+ years,credit_card,6,5392
69,6 years,credit_card,5,24292
31,10+ years,debt_consolidation,14,347709
,4 years,credit_card,18,56291
15,2 years,debt_consolidation,10,9719
,3 years,credit_card,10,408304
49,10+ years,credit_card,17,21907
,10+ years,debt_consolidation,13,38610
,n/a,credit_card,18,200447
31,3 years,credit_card,26,154578
,6 years,small_business,6,145184
,10+ years,debt_consolidation,10,53189
,10+ years,credit_card,7,34281
34,7 years,credit_card,13,76378
38,7 years,debt_consolidation,15,21670
63,n/a,credit_card,9,99588
77,7 years,debt_consolidation,9,116562
,< 1 year,debt_consolidation,10,119699
36,2 years,debt_consolidation,11,93341
,n/a,debt_consolidation,11,44957
10,10+ years,debt_consolidation,9,218053
,10+ years,debt_consolidation,8,12562
82,5 years,debt_consolidation,9,123902
,1 year,debt_consolidation,8,57565
,3 years,debt_consolidation,17,17225
,4 years,car,10,
,1 year,medical,3,
72,< 1 year,debt_consolidation,9,298655
17,10+ years,home_improvement,7,232168
,10+ years,credit_card,13,469681
,2 years,medical,8,16886
27,6 years,debt_consolidation,10,55142
34,10+ years,debt_consolidation,13,57968
48,10+ years,debt_consolidation,13,46772
79,10+ years,credit_card,10,399388
35,10+ years,debt_consolidation,7,30038
75,10+ years,debt_consolidation,7,189324
7,10+ years,debt_consolidation,19,566901
22,10+ years,debt_consolidation,9,114986
28,6 years,small_business,22,342541
,1 year,debt_consolidation,9,1046067
60,9 years,debt_consolidation,10,12011
,10+ years,home_improvement,33,73789
,4 years,debt_consolidation,9,35456
,10+ years,debt_consolidation,13,137817
76,1 year,credit_card,5,
,2 years,credit_card,9,12174
,10+ years,credit_card,12,36018
35,3 years,debt_consolidation,8,34252
,2 years,debt_consolidation,7,44126
27,10+ years,debt_consolidation,14,165936
,5 years,debt_consolidation,15,52473
,10+ years,debt_consolidation,27,74830
8,10+ years,debt_consolidation,10,157677
22,1 year,debt_consolidation,8,44192
45,4 years,other,23,16143
,10+ years,debt_consolidation,7,8471
62,10+ years,credit_card,14,
,6 years,debt_consolidation,9,323174
,1 year,debt_consolidation,14,174307
12,2 years,debt_consolidation,36,604765
20,4 years,debt_consolidation,16,14208
50,4 years,debt_consolidation,8,329940
,10+ years,debt_consolidation,12,311485
,1 year,credit_card,15,110280
,10+ years,medical,17,158666
,2 years,credit_card,8,36883
27,2 years,credit_card,9,16627
34,4 years,debt_consolidation,6,18124
44,6 years,other,3,
19,1 year,debt_consolidation,9,351730
,5 years,debt_consolidation,7,
35,5 years,debt_consolidation,13,105785
63,5 years,credit_card,3,2863
,< 1 year,credit_card,13,173459
29,4 years,credit_card,14,24862
,3 years,other,4,
5,1 year,debt_consolidation,9,16927
,10+ years,debt_consolidation,10,30946
,3 years,debt_consolidation,11,39061
,< 1 year,debt_consolidation,5,11893
,2 years,debt_consolidation,11,17434
55,10+ years,debt_consolidation,3,40242
,1 year,debt_consolidation,5,90968
6,8 years,debt_consolidation,13,155470
,10+ years,debt_consolidation,22,31991
,8 years,debt_consolidation,5,34290
,n/a,credit_card,4,18626
8,2 years,debt_consolidation,11,75884
,2 years,debt_consolidation,5,10872
,< 1 year,debt_consolidation,8,
,2 years,debt_consolidation,7,95382
47,5 years,debt_consolidation,9,16000
7,10+ years,credit_card,16,352886
,8 years,debt_consolidation,11,544563
,10+ years,debt_consolidation,3,22307
,10+ years,debt_consolidation,9,
,10+ years,moving,21,137186
,1 year,debt_consolidation,19,
39,8 years,debt_consolidation,11,180104
,8 years,home_improvement,13,44837
,3 years,debt_consolidation,5,15851
19,10+ years,debt_consolidation,27,216260
44,2 years,other,17,101064
,10+ years,debt_consolidation,8,106225
7,1 year,debt_consolidation,13,240662
,6 years,credit_card,14,148243
15,4 years,credit_card,12,297178
47,8 years,credit_card,5,151824
27,10+ years,debt_consolidation,9,41175
26,3 years,credit_card,20,71829
12,2 years,debt_consolidation,10,58793
,4 years,debt_consolidation,21,357225
33,< 1 year,home_improvement,9,211802
7,3 years,medical,10,5513
,9 years,debt_consolidation,25,572843
13,9 years,home_improvement,5,104270
,2 years,debt_consolidation,6,47195
58,4 years,debt_consolidation,12,22655
,1 year,credit_card,19,119122
80,5 years,debt_consolidation,8,255181
39,7 years,credit_card,11,14648
36,10+ years,debt_consolidation,17,324848
,9 years,debt_consolidation,8,15444
,n/a,debt_consolidation,15,53414
,2 years,debt_consolidation,13,51179
4,< 1 year,debt_consolidation,13,192372
,6 years,debt_consolidation,23,90524
4,10+ years,debt_consolidation,7,
8,n/a,major_purchase,8,172593
,1 year,debt_consolidation,19,679868
,n/a,credit_card,7,169345
,7 years,debt_consolidation,18,96328
29,10+ years,debt_consolidation,11,69155
,5 years,credit_card,10,33787
17,7 years,credit_card,14,158119
,3 years,credit_card,9,107663
,8 years,debt_consolidation,9,7673
51,10+ years,debt_consolidation,10,23471
,2 years,debt_consolidation,6,
63,5 years,credit_card,32,430360
1,6 years,debt_consolidation,8,348376
,n/a,debt_consolidation,9,5800
,6 years,credit_card,28,378433
15,n/a,debt_consolidation,8,33298
,10+ years,debt_consolidation,14,
69,6 years,credit_card,13,5513
57,1 year,credit_card,15,69922
,1 year,small_business,19,62561
,10+ years,debt_consolidation,10,157368
,7 years,credit_card,10,23902
,1 year,home_improvement,5,
,9 years,credit_card,19,26386
,4 years,debt_consolidation,10,80246
57,1 year,credit_card,9,5537
6,10+ years,home_improvement,11,208145
75,2 years,debt_consolidation,14,400589
7,10+ years,credit_card,8,706564
,9 years,credit_card,9,
,10+ years,debt_consolidation,8,36858
,10+ years,major_purchase,6,4925
,6 years,other,11,40679
,10+ years,debt_consolidation,15,64444
,< 1 year,debt_consolidation,6,8142
10,10+ years,home_improvement,26,398348
14,10+ years,credit_card,14,543347
,< 1 year,debt_consolidation,16,102054
,2 years,car,3,
,10+ years,debt_consolidation,8,268492
,3 years,debt_consolidation,9,16697
33,4 years,credit_card,8,193159
,< 1 year,debt_consolidation,11,258905
18,8 years,home_improvement,10,442966
55,2 years,credit_card,9,236516
52,8 years,debt_consolidation,5,232104
46,5 years,credit_card,21,16981
,2 years,credit_card,15,69251
,n/a,home_improvement,10,14823
42,5 years,debt_consolidation,15,251853
,3 years,debt_consolidation,5,24282
,4 years,debt_consolidation,7,
14,10+ years,debt_consolidation,11,148642
44,5 years,other,11,9480
,10+ years,debt_consolidation,8,228268
,5 years,debt_consolidation,11,49532
6,1 year,credit_card,15,70181
17,10+ years,debt_consolidation,16,80751
71,2 years,debt_consolidation,10,31102
42,10+ years,debt_consolidation,15,37203
7,2 years,debt_consolidation,10,69654
,5 years,debt_consolidation,14,30730
27,2 years,debt_consolidation,14,58030
,10+ years,debt_consolidation,9,
81,3 years,debt_consolidation,9,32656
7,4 years,home_improvement,9,47923
26,< 1 year,debt_consolidation,10,43882
22,10+ years,debt_consolidation,13,11979
,10+ years,home_improvement,13,75119
24,10+ years,credit_card,12,27997
23,5 years,debt_consolidation,11,20841
,10+ years,debt_consolidation,16,240396
27,3 years,debt_consolidation,13,5953
,10+ years,debt_consolidation,14,345507
,6 years,other,9,8209
65,< 1 year,debt_consolidation,7,26880
,3 years,debt_consolidation,7,32723
32,n/a,home_improvement,5,3983
17,1 year,debt_consolidation,19,321239
80,10+ years,debt_consolidation,5,34049
,4 years,debt_consolidation,9,27967
,4 years,car,9,7663
29,1 year,credit_card,23,36402
,2 years,debt_consolidation,12,74721
,5 years,debt_consolidation,8,18302
,9 years,debt_consolidation,8,25761
3,5 years,credit_card,12,230798
65,2 years,credit_card,13,13500
,10+ years,debt_consolidation,11,280342
24,< 1 year,debt_consolidation,5,40534
,9 years,credit_card,6,26105
16,1 year,debt_consolidation,15,
,1 year,major_purchase,8,
20,2 years,credit_card,30,173340
,10+ years,debt_consolidation,5,18401
,10+ years,debt_consolidation,15,256740
,10+ years,debt_consolidation,13,125610
51,5 years,home_improvement,11,156142
26,1 year,debt_consolidation,19,49384
26,2 years,debt_consolidation,5,14234
19,2 years,credit_card,10,138554
,6 years,credit_card,14,909781
33,2 years,debt_consolidation,7,46785
65,3 years,debt_consolidation,5,10608
3,10+ years,credit_card,13,66978
,6 years,credit_card,10,
3,7 years,debt_consolidation,9,73272
,10+ years,debt_consolidation,25,122185
,3 years,debt_consolidation,8,5083
,10+ years,home_improvement,12,98084
,8 years,debt_consolidation,17,92233
,3 years,credit_card,7,
25,1 year,medical,9,45099
,n/a,credit_card,15,140887
,3 years,debt_consolidation,10,10502
,5 years,credit_card,4,29416
25,< 1 year,debt_consolidation,7,28266
13,< 1 year,debt_consolidation,10,15193
,7 years,debt_consolidation,13,
,10+ years,debt_consolidation,9,60721
,1 year,major_purchase,6,8350
56,7 years,debt_consolidation,17,116948
34,1 year,debt_consolidation,20,397945
12,4 years,credit_card,19,129703
67,n/a,credit_card,6,2234
55,3 years,debt_consolidation,7,
40,6 years,debt_consolidation,19,20186
47,5 years,major_purchase,10,25280
,5 years,credit_card,23,927727
,5 years,debt_consolidation,15,503519
,10+ years,debt_consolidation,13,93144
,10+ years,debt_consolidation,4,307722
,< 1 year,other,5,
,5 years,debt_consolidation,11,
65,9 years,other,17,38773
,2 years,debt_consolidation,9,
28,n/a,debt_consolidation,11,34417
22,10+ years,credit_card,9,31387
17,2 years,debt_consolidation,11,23982
,7 years,home_improvement,31,53000
42,< 1 year,credit_card,3,10192
,3 years,debt_consolidation,6,
,2 years,home_improvement,7,521636
44,2 years,credit_card,9,160739
,9 years,debt_consolidation,10,44210
33,n/a,debt_consolidation,13,17446
79,3 years,other,19,10287
,10+ years,debt_consolidation,15,328313
,1 year,car,5,5834
,3 years,debt_consolidation,9,34440
4,10+ years,credit_card,7,148159
77,8 years,other,8,212169
,10+ years,credit_card,8,48501
28,10+ years,credit_card,11,124307
8,5 years,debt_consolidation,10,210318
34,7 years,debt_consolidation,7,216176
34,3 years,credit_card,14,566245
,3 years,debt_consolidation,21,
1,10+ years,debt_consolidation,13,29116
63,10+ years,home_improvement,18,270074
34,10+ years,debt_consolidation,7,267146
69,5 years,credit_card,9,29443
,1 year,debt_consolidation,9,31955
,1 year,debt_consolidation,39,284393
,10+ years,debt_consolidation,19,639908
13,8 years,credit_card,16,243371
33,7 years,debt_consolidation,4,239297
,4 years,debt_consolidation,14,302418
50,4 years,debt_consolidation,21,58248
,4 years,debt_consolidation,6,
43,10+ years,debt_consolidation,25,81385
,10+ years,debt_consolidation,6,61266
36,6 years,debt_consolidation,6,21371
32,< 1 year,debt_consolidation,11,45884
,2 years,home_improvement,7,211047
,10+ years,debt_consolidation,8,45138
70,3 years,debt_consolidation,7,93733
30,10+ years,debt_consolidation,22,352265
35,9 years,debt_consolidation,20,108401
,7 years,credit_card,13,39355
24,2 years,debt_consolidation,8,121692
36,< 1 year,debt_consolidation,21,205305
,9 years,debt_consolidation,5,29964
68,8 years,debt_consolidation,13,101838
50,8 years,debt_consolidation,10,49008
36,1 year,debt_consolidation,12,13808
,2 years,credit_card,5,449488
,9 years,credit_card,11,24058
15,7 years,debt_consolidation,20,25974
,5 years,debt_consolidation,5,17109
,6 years,debt_consolidation,7,
7,< 1 year,credit_card,17,284547
80,9 years,other,14,30500
41,1 year,debt_consolidation,14,62883
,10+ years,credit_card,10,24331
,2 years,debt_consolidation,12,30408
49,< 1 year,debt_consolidation,15,234559
,6 years,debt_consolidation,13,73590
,7 years,debt_consolidation,7,20373
21,6 years,debt_consolidation,12,53427
,5 years,other,7,4503
,2 years,debt_consolidation,9,4950
